time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual
2018-12-08 11:00:00+01:00,381.0,400.0,0.0,4598.0,3525.0,232.0,0.0,0.0,0.0,,0.0,883.0,1545.0,0.0,6950.0,57.0,92.0,4651.0,326.0,0.0,2018.0,4538.0,,2817.0,26527.0,26944.0,62.14,67.93
2018-12-08 12:00:00+01:00,375.0,417.0,0.0,4475.0,3468.0,231.0,0.0,0.0,0.0,,0.0,890.0,1941.0,0.0,6944.0,58.0,92.0,5041.0,322.0,0.0,2384.0,4974.0,,3382.0,27264.0,27822.0,62.14,67.99
2018-12-08 13:00:00+01:00,377.0,448.0,0.0,4419.0,3391.0,230.0,0.0,0.0,0.0,,0.0,889.0,1804.0,0.0,6940.0,58.0,92.0,5205.0,324.0,0.0,3209.0,5125.0,,4174.0,28186.0,28604.0,62.0,68.75
2018-12-08 14:00:00+01:00,371.0,402.0,0.0,4351.0,3398.0,236.0,0.0,0.0,0.0,,0.0,879.0,976.0,0.0,6934.0,57.0,91.0,5009.0,315.0,0.0,4626.0,5053.0,,4712.0,28707.0,28990.0,60.0,68.56
2018-12-08 15:00:00+01:00,364.0,390.0,0.0,4009.0,2906.0,236.0,0.0,0.0,0.0,,66.0,878.0,603.0,0.0,6931.0,57.0,90.0,4468.0,314.0,0.0,5881.0,4846.0,,5132.0,28286.0,28634.0,57.5,67.93
2018-12-08 16:00:00+01:00,347.0,399.0,0.0,3822.0,2473.0,236.0,0.0,0.0,0.0,,234.0,884.0,619.0,0.0,6930.0,57.0,90.0,4146.0,319.0,0.0,6239.0,4504.0,,5475.0,27701.0,28102.0,52.37,67.85
2018-12-08 17:00:00+01:00,336.0,395.0,0.0,3794.0,2230.0,235.0,0.0,0.0,0.0,,518.0,872.0,608.0,0.0,6932.0,57.0,92.0,3856.0,321.0,0.0,6418.0,4016.0,,5408.0,27342.0,27699.0,51.77,68.11
2018-12-08 18:00:00+01:00,337.0,417.0,0.0,4621.0,2329.0,225.0,0.0,0.0,0.0,,1349.0,894.0,692.0,0.0,6934.0,57.0,96.0,3332.0,318.0,0.0,6669.0,3383.0,,5211.0,27256.0,27567.0,51.61,71.59
2018-12-08 19:00:00+01:00,338.0,395.0,0.0,5741.0,2881.0,237.0,0.0,0.0,0.0,,857.0,909.0,1059.0,0.0,6941.0,56.0,96.0,2370.0,313.0,0.0,5783.0,2501.0,,5157.0,27300.0,27444.0,57.55,72.32
2018-12-08 20:00:00+01:00,339.0,430.0,0.0,6528.0,3333.0,237.0,0.0,0.0,0.0,,240.0,931.0,1276.0,0.0,6952.0,56.0,96.0,1270.0,317.0,0.0,5111.0,1377.0,,4783.0,27424.0,27596.0,61.35,72.96
2018-12-08 21:00:00+01:00,340.0,442.0,0.0,6855.0,3565.0,241.0,0.0,0.0,0.0,,44.0,962.0,2416.0,0.0,6959.0,57.0,95.0,732.0,314.0,0.0,4806.0,710.0,,4368.0,29160.0,29247.0,65.67,73.11
2018-12-08 22:00:00+01:00,341.0,442.0,0.0,6911.0,3657.0,244.0,0.0,0.0,0.0,,0.0,962.0,2487.0,0.0,6963.0,57.0,93.0,625.0,319.0,0.0,4837.0,564.0,,4057.0,29560.0,29348.0,67.75,71.36
2018-12-08 23:00:00+01:00,339.0,442.0,0.0,6811.0,3494.0,245.0,0.0,0.0,0.0,,0.0,955.0,1905.0,0.0,6964.0,57.0,93.0,613.0,315.0,0.0,4598.0,530.0,,3804.0,27913.0,27795.0,66.01,68.97
2018-12-09 00:00:00+01:00,381.0,759.0,0.0,3697.0,5276.0,310.0,0.0,0.0,0.0,,0.0,709.0,1850.0,0.0,6965.0,56.0,96.0,308.0,321.0,0.0,3907.0,250.0,,3916.0,26208.0,26155.0,71.71,68.03
2018-12-09 01:00:00+01:00,380.0,762.0,0.0,3713.0,5269.0,308.0,0.0,0.0,0.0,,0.0,687.0,1311.0,0.0,6965.0,56.0,96.0,207.0,322.0,0.0,3883.0,239.0,,3770.0,24868.0,24884.0,70.67,63.22
2018-12-09 02:00:00+01:00,383.0,762.0,0.0,3830.0,5333.0,303.0,0.0,0.0,0.0,,113.0,684.0,804.0,0.0,6965.0,56.0,98.0,60.0,324.0,0.0,3632.0,138.0,,3444.0,24015.0,24140.0,69.9,58.46
2018-12-09 03:00:00+01:00,378.0,762.0,0.0,3729.0,5255.0,292.0,0.0,0.0,0.0,,0.0,649.0,812.0,0.0,6968.0,56.0,95.0,52.0,318.0,0.0,3389.0,107.0,,3081.0,23702.0,23805.0,68.21,56.27
2018-12-09 04:00:00+01:00,377.0,762.0,0.0,3830.0,5274.0,286.0,0.0,0.0,0.0,,0.0,651.0,777.0,0.0,6967.0,56.0,95.0,52.0,324.0,0.0,3069.0,99.0,,2726.0,23496.0,23665.0,68.62,55.45
2018-12-09 05:00:00+01:00,379.0,762.0,0.0,3958.0,5406.0,287.0,0.0,0.0,0.0,,0.0,657.0,1392.0,0.0,6969.0,55.0,93.0,52.0,328.0,0.0,2530.0,101.0,,2404.0,23852.0,24053.0,70.0,55.33
2018-12-09 06:00:00+01:00,380.0,762.0,0.0,4655.0,5475.0,278.0,0.0,0.0,0.0,,0.0,681.0,2835.0,0.0,6967.0,55.0,96.0,52.0,329.0,0.0,2097.0,89.0,,2123.0,25904.0,26228.0,73.92,55.64
2018-12-09 07:00:00+01:00,372.0,755.0,0.0,6353.0,5699.0,279.0,0.0,0.0,0.0,,0.0,682.0,3961.0,0.0,6967.0,56.0,95.0,51.0,323.0,0.0,1823.0,92.0,,1876.0,28746.0,29285.0,76.04,55.02
2018-12-09 08:00:00+01:00,382.0,729.0,0.0,6567.0,5799.0,299.0,0.0,0.0,0.0,,0.0,706.0,4235.0,0.0,6967.0,56.0,100.0,191.0,322.0,0.0,1585.0,381.0,,1636.0,30595.0,31054.0,76.04,56.61
2018-12-09 09:00:00+01:00,382.0,716.0,0.0,6628.0,5887.0,312.0,0.0,0.0,0.0,,0.0,742.0,4467.0,0.0,6967.0,55.0,103.0,952.0,324.0,0.0,1257.0,1374.0,,1468.0,32236.0,32434.0,77.7,61.65
2018-12-09 10:00:00+01:00,379.0,759.0,0.0,6852.0,5928.0,315.0,0.0,0.0,0.0,,0.0,809.0,4551.0,0.0,6967.0,54.0,108.0,2194.0,319.0,0.0,952.0,2700.0,,1391.0,33206.0,33527.0,77.07,67.08
2018-12-09 11:00:00+01:00,377.0,762.0,0.0,6846.0,5889.0,327.0,0.0,0.0,0.0,,0.0,832.0,4258.0,0.0,6965.0,54.0,107.0,3572.0,324.0,0.0,800.0,3885.0,,1327.0,34029.0,34209.0,77.0,67.34
2018-12-09 12:00:00+01:00,380.0,761.0,0.0,7186.0,5921.0,332.0,0.0,0.0,0.0,,0.0,883.0,4222.0,0.0,6963.0,54.0,105.0,4308.0,329.0,0.0,756.0,4483.0,,1232.0,34878.0,35134.0,77.88,67.33
2018-12-09 13:00:00+01:00,380.0,762.0,0.0,7177.0,5920.0,316.0,0.0,0.0,0.0,,0.0,888.0,4288.0,0.0,6960.0,54.0,106.0,4495.0,323.0,0.0,656.0,4698.0,,1183.0,34984.0,35465.0,78.0,69.27
2018-12-09 14:00:00+01:00,377.0,762.0,0.0,6889.0,5928.0,305.0,0.0,0.0,0.0,,0.0,841.0,4194.0,0.0,6958.0,54.0,105.0,4413.0,319.0,0.0,688.0,4656.0,,1220.0,34337.0,34748.0,77.89,69.21
2018-12-09 15:00:00+01:00,378.0,762.0,0.0,6849.0,5930.0,298.0,0.0,0.0,0.0,,0.0,882.0,4257.0,0.0,6955.0,55.0,103.0,4142.0,327.0,0.0,806.0,4460.0,,1308.0,33784.0,34381.0,77.69,65.23
2018-12-09 16:00:00+01:00,378.0,763.0,0.0,6736.0,5935.0,292.0,0.0,0.0,0.0,,0.0,846.0,4518.0,0.0,6955.0,55.0,103.0,3620.0,333.0,0.0,1083.0,4095.0,,1466.0,33704.0,34258.0,77.69,64.22
2018-12-09 17:00:00+01:00,377.0,762.0,0.0,6810.0,5936.0,289.0,0.0,0.0,0.0,,0.0,846.0,4313.0,0.0,6954.0,54.0,104.0,3235.0,330.0,0.0,1491.0,3547.0,,1652.0,33537.0,34185.0,77.03,69.24
2018-12-09 18:00:00+01:00,375.0,580.0,0.0,7321.0,5937.0,295.0,0.0,0.0,0.0,,0.0,833.0,4504.0,0.0,6955.0,54.0,107.0,2554.0,332.0,0.0,1660.0,2682.0,,1866.0,32897.0,33548.0,77.64,71.22
2018-12-09 19:00:00+01:00,377.0,464.0,0.0,8690.0,5993.0,298.0,0.0,0.0,0.0,,0.0,822.0,4811.0,0.0,6955.0,54.0,109.0,1496.0,332.0,0.0,1671.0,1559.0,,2221.0,32383.0,33052.0,78.78,70.08
2018-12-09 20:00:00+01:00,377.0,507.0,0.0,8932.0,5944.0,295.0,0.0,0.0,0.0,,0.0,811.0,4990.0,0.0,6957.0,55.0,108.0,621.0,325.0,0.0,1765.0,702.0,,2355.0,33144.0,33733.0,80.08,71.55
2018-12-09 21:00:00+01:00,380.0,510.0,0.0,7964.0,5883.0,303.0,0.0,0.0,0.0,,0.0,826.0,4578.0,0.0,6960.0,55.0,107.0,322.0,326.0,0.0,2042.0,416.0,,2458.0,33584.0,33900.0,79.05,71.83
2018-12-09 22:00:00+01:00,376.0,509.0,0.0,7125.0,5848.0,299.0,0.0,0.0,0.0,,0.0,713.0,3190.0,0.0,6961.0,54.0,100.0,229.0,326.0,0.0,2187.0,365.0,,2667.0,30653.0,30864.0,76.04,69.86
2018-12-09 23:00:00+01:00,374.0,503.0,0.0,5479.0,5788.0,298.0,0.0,0.0,0.0,,0.0,698.0,2725.0,0.0,6962.0,55.0,101.0,169.0,327.0,0.0,2422.0,302.0,,2617.0,28178.0,28453.0,74.74,67.87
2018-12-10 00:00:00+01:00,333.0,729.0,0.0,4006.0,3467.0,303.0,0.0,0.0,0.0,,285.0,566.0,519.0,0.0,7010.0,57.0,94.0,3.0,312.0,0.0,7565.0,25.0,,7707.0,25055.0,24752.0,57.22,66.08
2018-12-10 01:00:00+01:00,331.0,673.0,0.0,3802.0,2834.0,299.0,0.0,0.0,0.0,,775.0,544.0,663.0,0.0,7010.0,57.0,92.0,3.0,313.0,0.0,7745.0,21.0,,7835.0,23898.0,23491.0,54.99,59.51
2018-12-10 02:00:00+01:00,333.0,683.0,0.0,3824.0,2355.0,295.0,0.0,0.0,0.0,,1113.0,545.0,579.0,0.0,7009.0,58.0,94.0,3.0,312.0,0.0,7699.0,18.0,,7788.0,22660.0,22544.0,52.25,55.86
2018-12-10 03:00:00+01:00,328.0,689.0,0.0,3835.0,2221.0,284.0,0.0,0.0,0.0,,1343.0,539.0,579.0,0.0,7013.0,59.0,92.0,2.0,316.0,0.0,7235.0,16.0,,7581.0,22103.0,22088.0,50.43,55.12
2018-12-10 04:00:00+01:00,322.0,741.0,0.0,3863.0,2346.0,285.0,0.0,0.0,0.0,,1312.0,531.0,551.0,0.0,7018.0,58.0,93.0,2.0,306.0,0.0,6847.0,15.0,,7347.0,21697.0,21687.0,50.3,53.81
2018-12-10 05:00:00+01:00,316.0,749.0,0.0,3814.0,2343.0,280.0,0.0,0.0,0.0,,1218.0,525.0,565.0,0.0,7022.0,57.0,92.0,2.0,304.0,0.0,6468.0,17.0,,6993.0,21426.0,21360.0,50.3,54.25
2018-12-10 06:00:00+01:00,316.0,717.0,0.0,3999.0,2643.0,280.0,0.0,0.0,0.0,,489.0,532.0,655.0,0.0,7029.0,57.0,91.0,3.0,302.0,0.0,6290.0,15.0,,6648.0,21521.0,21380.0,56.63,58.69
2018-12-10 07:00:00+01:00,316.0,732.0,0.0,4291.0,3178.0,290.0,0.0,0.0,0.0,,90.0,539.0,1941.0,0.0,7027.0,57.0,93.0,2.0,297.0,0.0,6087.0,18.0,,6311.0,22016.0,22265.0,65.2,67.06
2018-12-10 08:00:00+01:00,316.0,734.0,0.0,4368.0,3404.0,281.0,0.0,0.0,0.0,,0.0,552.0,2247.0,0.0,7029.0,58.0,93.0,64.0,296.0,0.0,5888.0,108.0,,6002.0,21722.0,22657.0,68.01,71.03
2018-12-10 09:00:00+01:00,316.0,734.0,0.0,4399.0,3439.0,282.0,0.0,0.0,0.0,,0.0,572.0,2658.0,0.0,7023.0,58.0,94.0,789.0,290.0,0.0,5730.0,624.0,,5722.0,23474.0,24274.0,69.76,70.72
2018-12-10 10:00:00+01:00,316.0,740.0,0.0,4358.0,3430.0,290.0,0.0,0.0,0.0,,0.0,579.0,2546.0,0.0,7024.0,58.0,91.0,1712.0,288.0,0.0,5515.0,1380.0,,5552.0,24634.0,25711.0,69.64,71.1
2018-12-10 11:00:00+01:00,315.0,743.0,0.0,4288.0,3397.0,290.0,0.0,0.0,0.0,,0.0,559.0,2047.0,0.0,7018.0,58.0,90.0,2622.0,291.0,0.0,5706.0,2299.0,,5771.0,25800.0,26283.0,66.14,70.65
2018-12-10 12:00:00+01:00,307.0,704.0,0.0,4196.0,3321.0,303.0,0.0,0.0,0.0,,0.0,544.0,1258.0,0.0,7005.0,58.0,93.0,3257.0,291.0,0.0,6041.0,2912.0,,6074.0,25880.0,26606.0,63.73,70.86
2018-12-10 13:00:00+01:00,307.0,743.0,0.0,3956.0,3097.0,304.0,0.0,0.0,0.0,,0.0,550.0,875.0,0.0,6999.0,57.0,93.0,3476.0,288.0,0.0,6099.0,3167.0,,6383.0,26778.0,26901.0,56.9,69.99
2018-12-10 14:00:00+01:00,304.0,700.0,0.0,3918.0,2986.0,301.0,0.0,0.0,0.0,,93.0,559.0,689.0,0.0,6996.0,57.0,92.0,3567.0,289.0,0.0,6063.0,3158.0,,6502.0,26532.0,26386.0,56.64,69.28
2018-12-10 15:00:00+01:00,310.0,597.0,0.0,3817.0,2738.0,309.0,0.0,0.0,0.0,,300.0,549.0,660.0,0.0,6992.0,57.0,94.0,3337.0,288.0,0.0,6074.0,2928.0,,6517.0,25221.0,25106.0,55.0,69.27
2018-12-10 16:00:00+01:00,308.0,683.0,0.0,3978.0,3080.0,306.0,0.0,0.0,0.0,,0.0,549.0,755.0,0.0,6984.0,56.0,97.0,3052.0,289.0,0.0,5746.0,2494.0,,6466.0,24484.0,24465.0,56.96,69.76
2018-12-10 17:00:00+01:00,314.0,686.0,0.0,4338.0,3241.0,303.0,0.0,0.0,0.0,,0.0,549.0,1344.0,0.0,6980.0,55.0,98.0,2403.0,289.0,0.0,5524.0,1838.0,,6269.0,24033.0,24068.0,67.32,73.48
2018-12-10 18:00:00+01:00,313.0,711.0,0.0,5020.0,3436.0,305.0,0.0,0.0,0.0,,0.0,573.0,1745.0,0.0,6980.0,56.0,97.0,1202.0,295.0,0.0,5139.0,1119.0,,5962.0,24053.0,24018.0,68.68,77.65
2018-12-10 19:00:00+01:00,315.0,716.0,0.0,5449.0,3410.0,294.0,0.0,0.0,0.0,,0.0,652.0,2962.0,0.0,6981.0,57.0,94.0,343.0,297.0,0.0,4933.0,404.0,,5690.0,25203.0,25036.0,70.46,76.23
2018-12-10 20:00:00+01:00,316.0,711.0,0.0,5645.0,3419.0,295.0,0.0,0.0,0.0,,0.0,670.0,3557.0,0.0,6983.0,57.0,90.0,186.0,294.0,0.0,4929.0,200.0,,5680.0,27579.0,27411.0,72.82,75.54
2018-12-10 21:00:00+01:00,319.0,758.0,0.0,5562.0,3487.0,293.0,0.0,0.0,0.0,,0.0,649.0,2631.0,0.0,6983.0,56.0,90.0,132.0,292.0,0.0,4844.0,137.0,,5749.0,27810.0,27375.0,70.15,74.16
2018-12-10 22:00:00+01:00,318.0,760.0,0.0,5223.0,3423.0,292.0,0.0,0.0,0.0,,0.0,570.0,2414.0,0.0,6987.0,56.0,89.0,74.0,290.0,0.0,4820.0,105.0,,5820.0,26431.0,26204.0,67.85,71.91
2018-12-10 23:00:00+01:00,317.0,708.0,0.0,5084.0,3352.0,297.0,0.0,0.0,0.0,,12.0,566.0,1336.0,0.0,6990.0,57.0,91.0,45.0,297.0,0.0,4874.0,83.0,,5847.0,24737.0,24516.0,62.41,69.53
2018-12-11 00:00:00+01:00,348.0,454.0,0.0,5821.0,2832.0,213.0,0.0,0.0,0.0,,128.0,1416.0,1174.0,0.0,5064.0,56.0,84.0,7.0,312.0,0.0,6518.0,18.0,,7738.0,24036.0,24437.0,54.89,68.77
2018-12-11 01:00:00+01:00,348.0,418.0,0.0,5577.0,2549.0,215.0,0.0,0.0,0.0,,422.0,1412.0,1133.0,0.0,5066.0,54.0,82.0,7.0,315.0,0.0,5711.0,12.0,,7376.0,22518.0,22865.0,49.55,64.42
2018-12-11 02:00:00+01:00,351.0,432.0,0.0,5899.0,2605.0,219.0,0.0,0.0,0.0,,977.0,1411.0,1097.0,0.0,5066.0,55.0,83.0,7.0,312.0,0.0,4982.0,10.0,,6745.0,21726.0,21969.0,46.9,62.07
2018-12-11 03:00:00+01:00,347.0,477.0,0.0,5763.0,2575.0,220.0,0.0,0.0,0.0,,1187.0,1423.0,1203.0,0.0,5067.0,56.0,83.0,7.0,309.0,0.0,4883.0,10.0,,6008.0,21367.0,21664.0,46.9,59.53
2018-12-11 04:00:00+01:00,347.0,568.0,0.0,5358.0,2853.0,220.0,0.0,0.0,0.0,,994.0,1406.0,1090.0,0.0,5070.0,55.0,84.0,7.0,285.0,0.0,4866.0,6.0,,5295.0,21404.0,21576.0,47.0,59.68
2018-12-11 05:00:00+01:00,348.0,612.0,0.0,5607.0,3379.0,219.0,0.0,0.0,0.0,,570.0,1379.0,1054.0,0.0,5070.0,55.0,85.0,7.0,278.0,0.0,4598.0,6.0,,4501.0,22242.0,22475.0,49.13,59.74
2018-12-11 06:00:00+01:00,356.0,630.0,0.0,7477.0,4473.0,221.0,0.0,0.0,0.0,,15.0,1395.0,2206.0,0.0,5069.0,55.0,85.0,7.0,278.0,0.0,3979.0,15.0,,3867.0,25204.0,25431.0,64.68,63.86
2018-12-11 07:00:00+01:00,367.0,678.0,0.0,9859.0,5208.0,217.0,0.0,0.0,0.0,,0.0,1389.0,4632.0,0.0,5068.0,59.0,85.0,7.0,280.0,0.0,3395.0,63.0,,3321.0,29300.0,29533.0,69.87,70.55
2018-12-11 08:00:00+01:00,376.0,727.0,0.0,10620.0,5627.0,258.0,0.0,0.0,0.0,,1.0,1388.0,4272.0,0.0,5067.0,61.0,86.0,210.0,284.0,0.0,2696.0,237.0,,2896.0,31666.0,31533.0,68.71,75.29
2018-12-11 09:00:00+01:00,378.0,720.0,0.0,11137.0,5935.0,278.0,0.0,0.0,0.0,,1.0,1398.0,4344.0,0.0,5067.0,64.0,88.0,753.0,303.0,0.0,2407.0,737.0,,2545.0,32690.0,32618.0,69.62,75.5
2018-12-11 10:00:00+01:00,381.0,721.0,0.0,11157.0,6010.0,277.0,0.0,0.0,0.0,,1.0,1374.0,3690.0,0.0,5065.0,61.0,87.0,1192.0,309.0,0.0,2578.0,1202.0,,2450.0,33130.0,33243.0,68.71,75.12
2018-12-11 11:00:00+01:00,377.0,719.0,0.0,11161.0,6232.0,281.0,0.0,0.0,0.0,,1.0,1393.0,3711.0,0.0,5067.0,68.0,87.0,1471.0,305.0,0.0,2587.0,1577.0,,2360.0,33142.0,33340.0,69.06,73.3
2018-12-11 12:00:00+01:00,352.0,713.0,0.0,11734.0,6382.0,281.0,0.0,0.0,0.0,,1.0,1403.0,2527.0,0.0,5068.0,68.0,90.0,1589.0,298.0,0.0,2384.0,1743.0,,2295.0,33194.0,33522.0,67.73,71.07
2018-12-11 13:00:00+01:00,349.0,709.0,0.0,11034.0,6525.0,285.0,0.0,0.0,0.0,,1.0,1395.0,2141.0,0.0,5066.0,63.0,91.0,1558.0,300.0,0.0,2152.0,1764.0,,2171.0,33191.0,33357.0,67.39,70.17
2018-12-11 14:00:00+01:00,352.0,710.0,0.0,10772.0,6617.0,285.0,0.0,0.0,0.0,,1.0,1408.0,2007.0,0.0,5065.0,68.0,90.0,1336.0,302.0,0.0,2034.0,1596.0,,2064.0,32308.0,32458.0,67.18,70.99
2018-12-11 15:00:00+01:00,346.0,716.0,0.0,11325.0,6700.0,277.0,0.0,0.0,0.0,,1.0,1392.0,2028.0,0.0,5064.0,68.0,92.0,1008.0,302.0,0.0,1908.0,1236.0,,1979.0,31843.0,31978.0,68.0,72.74
2018-12-11 16:00:00+01:00,321.0,716.0,0.0,11771.0,6721.0,280.0,0.0,0.0,0.0,,1.0,1395.0,3411.0,0.0,5063.0,66.0,95.0,436.0,299.0,0.0,1846.0,774.0,,1857.0,31575.0,31625.0,68.85,72.99
2018-12-11 17:00:00+01:00,315.0,710.0,0.0,11485.0,6683.0,285.0,0.0,0.0,0.0,,0.0,1409.0,4865.0,0.0,5062.0,62.0,95.0,78.0,308.0,0.0,1814.0,298.0,,1781.0,31933.0,31945.0,72.8,74.78
2018-12-11 18:00:00+01:00,347.0,715.0,0.0,11647.0,6666.0,292.0,0.0,0.0,0.0,,0.0,1413.0,6222.0,0.0,5061.0,63.0,96.0,9.0,306.0,0.0,1946.0,77.0,,1644.0,33753.0,33727.0,75.0,78.11
2018-12-11 19:00:00+01:00,348.0,716.0,0.0,11365.0,6677.0,292.0,0.0,0.0,0.0,,0.0,1407.0,6313.0,0.0,5061.0,62.0,97.0,14.0,311.0,0.0,1966.0,39.0,,1599.0,34581.0,34366.0,75.43,78.38
2018-12-11 20:00:00+01:00,349.0,716.0,0.0,11131.0,6609.0,284.0,0.0,0.0,0.0,,1.0,1409.0,3954.0,0.0,5062.0,63.0,96.0,6.0,311.0,0.0,1831.0,18.0,,1555.0,34532.0,34706.0,71.11,75.88
2018-12-11 21:00:00+01:00,351.0,715.0,0.0,11005.0,6661.0,297.0,0.0,0.0,0.0,,1.0,1405.0,3425.0,0.0,5063.0,63.0,91.0,6.0,307.0,0.0,1744.0,11.0,,1583.0,33661.0,33582.0,70.16,73.48
2018-12-11 22:00:00+01:00,363.0,714.0,0.0,10459.0,6590.0,303.0,0.0,0.0,0.0,,1.0,1390.0,1897.0,0.0,5063.0,55.0,91.0,7.0,305.0,0.0,1518.0,11.0,,1649.0,31033.0,30953.0,67.18,69.62
2018-12-11 23:00:00+01:00,373.0,691.0,0.0,8901.0,6502.0,297.0,0.0,0.0,0.0,,1.0,1386.0,1448.0,0.0,5065.0,55.0,92.0,6.0,301.0,0.0,1249.0,12.0,,1711.0,28268.0,28232.0,60.5,68.36
2018-12-12 00:00:00+01:00,363.0,696.0,0.0,6094.0,4712.0,275.0,0.0,0.0,0.0,,1.0,1019.0,1466.0,0.0,6042.0,58.0,96.0,15.0,284.0,0.0,4600.0,14.0,,4741.0,27253.0,27325.0,62.93,66.1
2018-12-12 01:00:00+01:00,365.0,674.0,0.0,5748.0,4183.0,275.0,0.0,0.0,0.0,,1.0,1005.0,1243.0,0.0,6043.0,58.0,96.0,15.0,282.0,0.0,4720.0,11.0,,4858.0,25510.0,25461.0,57.0,59.84
2018-12-12 02:00:00+01:00,366.0,633.0,0.0,5300.0,3987.0,275.0,0.0,0.0,0.0,,1.0,1002.0,803.0,0.0,6042.0,58.0,95.0,14.0,282.0,0.0,4875.0,12.0,,4895.0,24361.0,24351.0,54.76,57.45
2018-12-12 03:00:00+01:00,362.0,595.0,0.0,5392.0,3865.0,255.0,0.0,0.0,0.0,,1.0,1002.0,867.0,0.0,6041.0,58.0,92.0,13.0,276.0,0.0,4611.0,10.0,,4750.0,23865.0,23940.0,52.1,54.62
2018-12-12 04:00:00+01:00,368.0,583.0,0.0,5213.0,3891.0,244.0,0.0,0.0,0.0,,1.0,1005.0,950.0,0.0,6040.0,59.0,88.0,13.0,275.0,0.0,4350.0,9.0,,4537.0,23814.0,23963.0,52.1,55.02
2018-12-12 05:00:00+01:00,366.0,667.0,0.0,5654.0,4370.0,249.0,0.0,0.0,0.0,,1.0,1009.0,1241.0,0.0,6040.0,58.0,91.0,13.0,274.0,0.0,4001.0,11.0,,4350.0,24455.0,24568.0,53.86,56.93
2018-12-12 06:00:00+01:00,367.0,689.0,0.0,6731.0,4828.0,251.0,0.0,0.0,0.0,,0.0,1019.0,4020.0,0.0,6039.0,59.0,93.0,14.0,275.0,0.0,3510.0,16.0,,4148.0,27089.0,27192.0,66.47,69.83
2018-12-12 07:00:00+01:00,365.0,711.0,0.0,8569.0,5209.0,272.0,0.0,0.0,0.0,,0.0,1077.0,6004.0,0.0,6039.0,60.0,96.0,15.0,272.0,0.0,3196.0,15.0,,3765.0,31898.0,31879.0,68.65,71.56
2018-12-12 08:00:00+01:00,370.0,684.0,0.0,10151.0,5196.0,302.0,0.0,0.0,0.0,,0.0,1114.0,6674.0,0.0,6037.0,65.0,94.0,54.0,270.0,0.0,2871.0,68.0,,3348.0,34604.0,34447.0,69.53,76.08
2018-12-12 09:00:00+01:00,374.0,720.0,0.0,10624.0,5210.0,303.0,0.0,0.0,0.0,,0.0,1161.0,7270.0,0.0,6036.0,67.0,95.0,423.0,274.0,0.0,2457.0,526.0,,2932.0,35570.0,35252.0,70.0,76.39
2018-12-12 10:00:00+01:00,371.0,713.0,0.0,10839.0,5243.0,303.0,0.0,0.0,0.0,,0.0,1177.0,7309.0,0.0,6036.0,68.0,99.0,959.0,268.0,0.0,2259.0,1210.0,,2646.0,35821.0,35625.0,69.88,77.29
2018-12-12 11:00:00+01:00,375.0,721.0,0.0,10368.0,5198.0,306.0,0.0,0.0,0.0,,0.0,1176.0,6996.0,0.0,6034.0,67.0,97.0,1435.0,269.0,0.0,2518.0,1716.0,,2578.0,35621.0,35535.0,69.43,77.26
2018-12-12 12:00:00+01:00,370.0,722.0,0.0,10422.0,5203.0,306.0,0.0,0.0,0.0,,1.0,1172.0,5855.0,0.0,6031.0,69.0,92.0,1683.0,272.0,0.0,3144.0,2016.0,,2744.0,35241.0,35237.0,69.01,75.9
2018-12-12 13:00:00+01:00,374.0,721.0,0.0,9937.0,5163.0,309.0,0.0,0.0,0.0,,1.0,1160.0,4579.0,0.0,6032.0,68.0,100.0,1700.0,274.0,0.0,3759.0,2080.0,,3078.0,35059.0,34936.0,68.75,74.82
2018-12-12 14:00:00+01:00,369.0,722.0,0.0,10283.0,5169.0,309.0,0.0,0.0,0.0,,1.0,1132.0,3880.0,0.0,6034.0,69.0,101.0,1485.0,271.0,0.0,4120.0,1957.0,,3415.0,34054.0,34191.0,68.15,73.95
2018-12-12 15:00:00+01:00,373.0,722.0,0.0,10241.0,5201.0,305.0,0.0,0.0,0.0,,1.0,1119.0,4347.0,0.0,6035.0,67.0,101.0,1106.0,269.0,0.0,4694.0,1602.0,,3951.0,33808.0,33899.0,68.07,73.85
2018-12-12 16:00:00+01:00,373.0,722.0,0.0,10334.0,5214.0,309.0,0.0,0.0,0.0,,1.0,1108.0,4203.0,0.0,6036.0,66.0,101.0,534.0,262.0,0.0,5234.0,926.0,,4563.0,33632.0,33954.0,67.83,73.7
2018-12-12 17:00:00+01:00,373.0,722.0,0.0,10285.0,5186.0,309.0,0.0,0.0,0.0,,1.0,1092.0,4460.0,0.0,6038.0,65.0,102.0,140.0,259.0,0.0,5874.0,275.0,,5214.0,34283.0,34651.0,68.07,74.65
2018-12-12 18:00:00+01:00,369.0,720.0,0.0,10110.0,5164.0,310.0,0.0,0.0,0.0,,1.0,1113.0,4642.0,0.0,6038.0,66.0,102.0,28.0,261.0,0.0,6850.0,64.0,,6029.0,36119.0,36213.0,68.4,77.02
